FID,HotSpringU,Name,Label,OtherIdent,Source,SourceURI,FeatureTyp,OtherLocat,County,State,PLSS_Merid,Township,Range,Section,SectionPar,LatDegree,LongDegree,SRS,Observatio,Temperatur,Temperat_1,TempMeasur,TempMeas_1,Flow,FlowUnits,FlowMeasur,FlowMeas_1,Classifica,RelatedWat,DataEntryS,RelatedRes,TOPO100K,QUAD_NAME,WKT
32,OR_Hot Springs (Joaquin Miller)_DOGAMI:GR-006d,Hot Springs (Joaquin Miller),Hot Springs (Joaquin Miller),GR-006d,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,thermal,John Day,Grant,Oregon,Willamette,015S,031E,11, ,44.279845,-118.957413,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/GR-006d,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/GR-006d.pdf,John Day,Canyon Mountain,POINT (1716229.2454174389 925934.33373863739)
33,OR_Hot Springs (Joaquin Miller)_DOGAMI:GR-006e,Hot Springs (Joaquin Miller),Hot Springs (Joaquin Miller),GR-006e,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,thermal,John Day,Grant,Oregon,Willamette,015S,031E,11, ,44.279748,-118.957133,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/GR-006e,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/GR-006e.pdf,John Day,Canyon Mountain,POINT (1716303.2124379785 925900.36362557777)
34,OR_Brisbois Ranch Springs_DOGAMI:GR-007,Brisbois Ranch Springs,Brisbois Ranch Springs,GR-007,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Grant,Oregon,Willamette,017S,027E,24, ,44.072835,-119.42803,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/GR-007,71.6,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/GR-007.pdf,Dayville,Izee,POINT (1594002.9859412501 848530.5117197081)
35,OR_Weberg (Suplee) Hot Spring_DOGAMI:GR-008,Weberg (Suplee) Hot Spring,Weberg (Suplee) Hot Spring,GR-008,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Grant,Oregon,Willamette,018S,026E,18,CC,44.001985,-119.650297,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/GR-008,114.8,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0,"ph, Na, K, Ca, Mg, Fe, Al, SiO2, B, Li, HCO3, SO4, Cl, F","Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/GR-008.pdf,Dayville,Suplee,POINT (1535871.2429301906 822026.44235263218)
36,OR_Powell Hot Springs_DOGAMI:GR-009,Powell Hot Springs,Powell Hot Springs,GR-009,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Grant,Oregon,Willamette,008S,030E,8, ,44.88473,-119.140873,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/GR-009,95,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/GR-009.pdf,Monument,Ritter,POINT (1664549.6712449342 1145535.8495585604)
37,OR_Hot Spring_DOGAMI:GR-010,Hot Spring,Hot Spring,GR-010,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Grant,Oregon,Willamette,008S,030E,8, ,44.886488,-119.142735,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/GR-010,95,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/GR-010.pdf,Monument,Ritter,POINT (1664056.5949442438 1146168.6303266787)
38,OR_Warm Springs E_DOGAMI:HA-001a,Warm Springs E,Warm Springs E,HA-001a,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Harney,Oregon,Willamette,019S,026E,5,CB,43.949511,-119.634906,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-001a,84.2,Farenheit,spot measurement,correctness date is time of publication by default,40,l/min,spot measurement,correctness date is time of publication by default,5, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-001a.pdf,Burns,Delintment Lake,POINT (1540121.5145988872 802945.2307417125)
39,OR_Warm Springs W_DOGAMI:HA-001b,Warm Springs W,Warm Springs W,HA-001b,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,thermal, ,Harney,Oregon,Willamette,019S,026E,5,CB,43.94954,-119.635348,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-001b,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-001b.pdf,Burns,Delintment Lake,POINT (1540005.02763528 802954.57346523739)
40,OR_Unnamed Hot Spring_DOGAMI:HA-002,Unnamed Hot Spring,Unnamed Hot Spring,HA-002,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot, ,Harney,Oregon,Willamette,020S,034E,4,CB,43.856824,-118.546171,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-002,165.2,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-002.pdf,Stinkingwater Mountains,House Butte,POINT (1827553.5560325666 774095.49159351049)
41,OR_Sitz Warm Spring_DOGAMI:HA-003,Sitz Warm Spring,Sitz Warm Spring,HA-003,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,thermal, ,Harney,Oregon,Willamette,020S,034E,36,ABA,43.792969,-118.47339,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-003,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-003.pdf,Stinkingwater Mountains,Drewsey,POINT (1847316.0603446872 751295.58980189322)
42,OR_Altnow Hot Spring_DOGAMI:HA-004,Altnow Hot Spring,Altnow Hot Spring,HA-004,"Great Basin Center for Geothermal Energy, GIS Regional Spatial Data Download: University of Nevada Reno, Reno Nevada.", http://www.unr.edu/geothermal/datalist.html,thermal, ,Harney,Oregon,Willamette,020S,036E,4,ADD,43.859845,-118.289029,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-004,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-004.pdf,Stinkingwater Mountains,Drinkwater Pass,POINT (1895315.4025388646 776915.87984245981)
43,OR_Cow Creek Spring_DOGAMI:HA-010,Cow Creek Spring,Cow Creek Spring,HA-010,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Harney,Oregon,Willamette,022S,032E,14,CAD,43.662841,-118.740025,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-010,71.6,Farenheit,spot measurement,correctness date is time of publication by default,850,l/min,spot measurement,correctness date is time of publication by default,4,"ph, Na, K, Ca, Mg, Fe, Al, SiO2, B, Li, HCO3, SO4, Cl, F","Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-010.pdf,Stinkingwater Mountains,Buchanan,POINT (1777958.9478149728 702257.86259963131)
44,OR_Unnamed Hot Spring_DOGAMI:HA-011,Unnamed Hot Spring,Unnamed Hot Spring,HA-011,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Warm Srpings Reservoir,Harney,Oregon,Willamette,022S,036E,23,DAA,43.645845,-118.252026,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-011,143.6,Farenheit,spot measurement,correctness date is time of publication by default,340,l/min,spot measurement,correctness date is time of publication by default,5, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-011.pdf,Stinkingwater Mountains,Upton Mountain,POINT (1907204.8777815425 699217.0524172053)
45,OR_Millpond Hot Spring_DOGAMI:HA-017,Millpond Hot Spring,Millpond Hot Spring,HA-017,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Harney,Oregon,Willamette,023S,030E,35,AAA,43.540203,-119.082092,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-017,78.8,Farenheit,spot measurement,correctness date is time of publication by default,4500,l/min,spot measurement,correctness date is time of publication by default,2,"ph, Na, K, Ca, Mg, Fe, Al, SiO2, B, Li, HCO3, SO4, Cl, F","Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-017.pdf,Burns,Burns,POINT (1688243.5623185767 655817.3256971857)
46,OR_Goodman Spring (Roadland Warm Springs)_DOGAMI:HA-019,Goodman Spring (Roadland Warm Springs),Goodman Spring (Roadland Warm Springs),HA-019,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm,Burns,Harney,Oregon,Willamette,023S,030E,35,DDD,43.528498,-119.081662,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-019,71.6,Farenheit,spot measurement,correctness date is time of publication by default,79,l/min,spot measurement,correctness date is time of publication by default,5,"ph, Na, K, Ca, Mg, Fe, Al, SiO2, B, Li, HCO3, SO4, Cl, F","Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-019.pdf,Burns,Burns,POINT (1688431.2392827037 651554.00004317635)
47,OR_Unnamed Spring_DOGAMI:HA-022,Unnamed Spring,Unnamed Spring,HA-022,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm,Crump Lake,Harney,Oregon,Willamette,023S,030E,36,CBC,43.531226,-119.081152,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-022,77,Farenheit,spot measurement,correctness date is time of publication by default,1000,l/min,spot measurement,correctness date is time of publication by default,4, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-022.pdf,Burns,Burns,POINT (1688549.2786256121 652550.41819314216)
48,OR_Roadland Spring_DOGAMI:HA-028,Roadland Spring,Roadland Spring,HA-028,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm,Burns,Harney,Oregon,Willamette,024S,030E,11,CDB,43.499888,-119.092613,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-028,71.6,Farenheit,spot measurement,correctness date is time of publication by default,1800,l/min,spot measurement,correctness date is time of publication by default,2,"ph, Na, K, Ca, Mg, Fe, Al, SiO2, B, Li, HCO3, SO4, Cl, F","Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-028.pdf,Harney Lake,Dog Mountain,POINT (1685706.4454696316 641078.53092039016)
49,OR_Baker Spring_DOGAMI:HA-030,Baker Spring,Baker Spring,HA-030,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm,Burns,Harney,Oregon,Willamette,024S,030E,24,BB,43.479966,-119.074975,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-030,69.8,Farenheit,spot measurement,correctness date is time of publication by default,180,l/min,spot measurement,correctness date is time of publication by default,5, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-030.pdf,Harney Lake,Dog Mountain,POINT (1690511.1908076466 633899.67281575769)
50,OR_Crane Hot Springs_DOGAMI:HA-035,Crane Hot Springs,Crane Hot Springs,HA-035,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot, ,Harney,Oregon,Willamette,024S,033E,34,CAA,43.440938,-118.639432,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-035,172.4,Farenheit,spot measurement,correctness date is time of publication by default,700,l/min,spot measurement,correctness date is time of publication by default,4,"ph, Na, K, Ca, Mg, Fe, Al, SiO2, B, Li, HCO3, SO4, Cl, F","Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-035.pdf,Malheur Lake,Warm Springs Butte,POINT (1806399.953533245 621992.02739200043)
51,OR_Springs (hot) - Venatore Hot Spring_DOGAMI:HA-044,Springs (hot) - Venatore Hot Spring,Springs (hot) - Venatore Hot Spring,HA-044,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Harney,Oregon,Willamette,025S,036E,16,CCB,43.394613,-118.309276,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-044,107.6,Farenheit,spot measurement,correctness date is time of publication by default,1150,l/min,spot measurement,correctness date is time of publication by default,4,"ph, Na, K, Ca, Mg, Fe, Al, SiO2, B, Li, HCO3, SO4, Cl, F","Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-044.pdf,Malheur Lake,Dunnean,POINT (1894501.685630016 607277.557637944)
52,OR_Unnamed Spring_DOGAMI:HA-045,Unnamed Spring,Unnamed Spring,HA-045,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm,Crump Lake,Harney,Oregon,Willamette,026S,027E,12,BAC,43.335633,-119.429244,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-045,69.8,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-045.pdf,Harney Lake,Iron Mountain Flat,POINT (1597187.8874462107 579872.06789391453)
53,OR_Ross Spring_DOGAMI:HA-046,Ross Spring,Ross Spring,HA-046,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm,Harney Lake,Harney,Oregon,Willamette,026S,028E,34,ADD,43.272722,-119.339629,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-046,78.8,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-046.pdf,Harney Lake,Stinking Lake,POINT (1621350.2657463981 557269.72272741515)
